Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,984XX,Closed with non-monetary relief,2480486
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11572,Closed with explanation,2468637
Navient Solutions LLC.,NA,NY,13166,Closed with explanation,2476327
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,LA,70115,Closed with explanation,2369527
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PR,983,Closed with explanation,2408419
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,115XX,Closed with non-monetary relief,2415180
Amsher Collection Services Inc.,Company believes it acted appropriately as authorized by contract or law,PA,18017,Closed with explanation,2474933
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,304XX,Closed with explanation,2416239
Navient Solutions LLC.,NA,MA,021XX,Closed with explanation,2474275
ERC,Company believes it acted appropriately as authorized by contract or law,OH,452XX,Closed with explanation,2482976
JPMORGAN CHASE & CO.,NA,NY,112XX,Closed with explanation,2476136
BANK OF AMERICA NATIONAL ASSOCIATION,NA,PA,18617,Closed with explanation,130830
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91204,Closed with explanation,2480975
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,17840,Closed with explanation,2479018
FIRST MIDWEST BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60181,Closed with explanation,2473752
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,46112,Closed with explanation,2418793
EQUIFAX INC.,NA,CA,941XX,Closed with explanation,2474919
Io Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,PA,195XX,Closed with explanation,2486600
Ditech Financial LLC,NA,SC,293XX,Closed with explanation,2484591
FIFTH THIRD FINANCIAL CORPORATION,NA,OH,45238,Closed with explanation,2473430
EQUIFAX INC.,NA,NJ,7650,Closed with explanation,2475408
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,43615,Closed with explanation,2398375
American First Finance Inc.,NA,IL,604XX,Closed with explanation,2479853
Golden State Collections LLC,NA,CA,95355,Closed with explanation,2483600
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,300XX,Closed with explanation,2474542
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MS,39402,Closed with explanation,2427453
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,600XX,Closed with non-monetary relief,2481450
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AL,368XX,Closed with explanation,2418311
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77028,Closed with explanation,2498222
Navient Solutions LLC.,NA,FL,328XX,Closed with explanation,2426316
Cash Express LLC,Company believes it acted appropriately as authorized by contract or law,TN,371XX,Closed with explanation,2479775
ENCORE CAPITAL GROUP INC.,NA,TX,764XX,Closed with explanation,2474828
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,85286,Closed with explanation,2476003
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60629,Closed with explanation,2431330
CAPITAL ONE FINANCIAL CORPORATION,NA,DC,200XX,Closed with explanation,2468446
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,606XX,Closed with explanation,2475527
ENCORE CAPITAL GROUP INC.,NA,VA,220XX,Closed with explanation,2473626
GENERAL MOTORS FINANCIAL COMPANY INC.,NA,VA,22401,Closed with explanation,2483430
SOUTHERN MANAGEMENT CORP.,NA,GA,302XX,Closed with explanation,2474691
CARRINGTON MORTGAGE SERVICES,NA,KS,67901,Closed with explanation,2393190
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,OH,45504,Closed with explanation,2468916
AmeriCollect,Company believes it acted appropriately as authorized by contract or law,IL,627XX,Closed with explanation,2487405
EQUIFAX INC.,NA,GA,303XX,Closed with explanation,2394095
Navient Solutions LLC.,NA,CA,961XX,Closed with explanation,2478395
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,923XX,Closed with explanation,2480605
Alliance Data Card Services,NA,TN,37918,Closed with explanation,2441668
Credit Collections Services Inc.,NA,GA,300XX,Untimely response,2470538
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,442XX,Closed with explanation,2403945
CAPITAL ONE FINANCIAL CORPORATION,NA,KS,660XX,Closed with explanation,2476251
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60473,Closed with non-monetary relief,2412676
SQUARETWO FINANCIAL CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60104,Closed with explanation,2482091
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CO,80021,Closed with explanation,2469000
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,7760,Closed with explanation,2438981
Navient Solutions LLC.,NA,MO,641XX,Closed with explanation,2478533
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,761XX,Closed with explanation,2479170
GENERAL MOTORS FINANCIAL COMPANY INC.,NA,TX,79761,Closed with explanation,2485765
Midwest Recovery Systems,NA,TX,782XX,Closed with explanation,2487589
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94404,Closed with explanation,2469689
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,310XX,Closed with non-monetary relief,2475507
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with explanation,2416685
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GU,30161,Closed with explanation,2420296
Shellpoint Partners LLC,Company believes it acted appropriately as authorized by contract or law,CA,928XX,Closed with explanation,2480166
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,91732,Closed with explanation,2480885
EQUIFAX INC.,NA,FL,33319,Closed with explanation,2474195
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,950XX,Closed with explanation,2438728
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,37876,Closed with explanation,2470306
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,485XX,Closed with explanation,2416496
Navient Solutions LLC.,NA,WA,98201,Closed with explanation,2474171
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30032,Closed with explanation,2471339
Nations Recovery Center,Company believes it acted appropriately as authorized by contract or law,GA,303XX,Closed with non-monetary relief,2486377
Caliber Home Loans Inc.,NA,CA,915XX,Closed with explanation,2475400
Express Recovery Services Inc.,Company believes it acted appropriately as authorized by contract or law,CA,92020,Closed with explanation,2483018
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,554XX,Closed with explanation,2475385
HSBC NORTH AMERICA HOLDINGS INC.,NA,VA,22031,Closed without relief,17667
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,014XX,Closed with explanation,2406666
NCB MANAGEMENT SERVICES INC,NA,SC,293XX,Closed with explanation,2477850
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,917XX,Closed with explanation,2472086
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,7111,Closed with explanation,2473813
CAPITAL ONE FINANCIAL CORPORATION,NA,MO,652XX,Closed with explanation,2473094
TRANSWORLD SYSTEMS INC,NA,CT,061XX,Closed with explanation,2483678
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,958XX,Closed with explanation,2467078
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,FL,331XX,Closed with explanation,2471776
CL HOLDINGS LLC,NA,AL,352XX,Closed with non-monetary relief,2477732
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DE,199XX,Closed with explanation,2465238
National Credit SystemsInc.,Company believes complaint caused principally by actions of third party outside the control or direction of the company,NC,27610,Closed with explanation,2477105
JPMORGAN CHASE & CO.,NA,HI,96748,Closed with explanation,2465711
Enova International Inc.,Company disputes the facts presented in the complaint,AL,354XX,Closed with explanation,2476050
FLAGSTAR BANK FSB,Company has responded to the consumer and the CFPB and chooses not to provide a public response,VA,22304,Closed with explanation,2432726
AES/PHEAA,NA,TX,750XX,Closed with explanation,2474890
National Credit SystemsInc.,Company disputes the facts presented in the complaint,GA,303XX,Closed with explanation,2473129
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company can't verify or dispute the facts in the complaint,AE,9114,Closed with explanation,2479094
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,283XX,Closed with non-monetary relief,2481366
Receivables Performance Management LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,14214,Closed with explanation,2405715
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,331XX,Closed with non-monetary relief,2427770
TOYOTA MOTOR CREDIT CORPORATION,NA,CA,92683,Closed with explanation,2474154
U.S. BANCORP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75007,Closed with explanation,2473819
BB&T CORPORATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,334XX,Closed with explanation,2481055
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,55124,Closed with non-monetary relief,2104482
MERCEDES BENZ FINANCIAL SERVICES,NA,OH,44111,Closed with explanation,2284485
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93103,Closed with explanation,2412890
TENET HEALTHCARE CORPORATION,Company believes it acted appropriately as authorized by contract or law,CA,934XX,Closed with explanation,2395913
Navient Solutions LLC.,NA,NY,12077,Closed with explanation,2474303
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OK,731XX,Closed with non-monetary relief,2473710
RS Clark and Associates Inc.,Company believes it acted appropriately as authorized by contract or law,TX,762XX,Closed with explanation,2430408
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KS,66048,Closed with non-monetary relief,2473077
The CBE Group Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10027,Closed with explanation,2485709
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DC,200XX,Closed with explanation,2425237
KEYCORP,NA,CT,6278,Closed with explanation,2401847
STONELEIGH RECOVERY ASSOCIATES LLC,NA,IN,462XX,Closed with explanation,2469975
First Collections Inc,NA,ND,58078,Closed with explanation,2473364
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33414,Closed with explanation,2419719
Receivable Solutions Inc.,NA,SC,29063,Closed with explanation,2479586
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,370XX,Closed with explanation,2473189
Weltman Weinberg & Reis Co. L.P.A.,NA,KY,42701,Closed with explanation,2474583
EQUIFAX INC.,NA,CA,928XX,Closed with explanation,2475859
ENCORE CAPITAL GROUP INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MP,63043,Closed with non-monetary relief,2397378
First Advantage LNS Inc.,Company believes it acted appropriately as authorized by contract or law,WA,98108,Closed with explanation,2475397
HCFS Health Care Financial Services Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,77045,Closed with explanation,2487230
MOHELA,Company believes it acted appropriately as authorized by contract or law,MI,482XX,Closed with explanation,2471741
EQUIFAX INC.,NA,GA,317XX,Closed with explanation,2474818
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,109XX,Closed with non-monetary relief,2473005
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,920XX,Closed with monetary relief,2482077
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CT,6460,Closed with explanation,2473795
CAPITAL ONE FINANCIAL CORPORATION,NA,FL,349XX,Closed with explanation,2466927
TCF NATIONAL BANK,Company believes it acted appropriately as authorized by contract or law,IL,60614,Closed with non-monetary relief,2475454
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,72401,Closed with explanation,2427112
CORELOGIC INC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,KY,40513,Closed with explanation,2476445
REGIONS BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,38401,Closed with explanation,2468340
EQUIFAX INC.,NA,LA,70605,Closed with explanation,2205604
United Group Inc.,NA,WA,986XX,Closed with explanation,2479733
TD BANK US HOLDING COMPANY,NA,NJ,071XX,Closed with monetary relief,2474669
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33025,Closed with explanation,2294193
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,62206,Closed with explanation,2472745
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,38122,Closed with explanation,2428902
Harris & Harris Ltd.,Company disputes the facts presented in the complaint,NA,NA,Closed with explanation,2484333
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,53217,Closed with explanation,2468427
HUNTINGTON NATIONAL BANK THE,NA,PA,17601,Closed with explanation,2475050
CASHCALL INC.,NA,NJ,87182,Closed with explanation,682101
SUNTRUST BANKS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,34787,Closed with explanation,2465666
Lincoln Educational Services Corporation,NA,TN,37076,Closed with explanation,2482431
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,30127,Closed with non-monetary relief,2473833
Alorica Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29485,Closed with non-monetary relief,2472176
JPMORGAN CHASE & CO.,NA,CA,913XX,Closed with monetary relief,2476706
LENDING CLUB CORP,NA,NY,142XX,Closed with non-monetary relief,2471411
Kimball Tirey & St. John LLP,Company believes it acted appropriately as authorized by contract or law,CA,91723,Closed with explanation,2376066
OCWEN LOAN SERVICING LLC,NA,PA,19141,Closed with explanation,2469589
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98531,Closed with non-monetary relief,2471573
EXPERIAN DELAWARE GP,NA,FL,32206,Closed with non-monetary relief,557091
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,DE,197XX,Closed with non-monetary relief,2417899
Ability Recovery Services LLC,NA,MI,481XX,Closed with explanation,2487398
Forster & Garbus LLP,Company believes it acted appropriately as authorized by contract or law,NY,11551,Closed with explanation,2310849
Navient Solutions LLC.,NA,NH,3104,Closed with explanation,2479832
Specialized Loan Servicing LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28801,Closed with explanation,2472955
JPMORGAN CHASE & CO.,NA,CA,913XX,Closed with monetary relief,2464707
Grant & Weber,NA,CA,945XX,Closed with explanation,2475128
TOYOTA MOTOR CREDIT CORPORATION,NA,MA,019XX,Closed with explanation,2475654
Mobiloans LLC,NA,TX,758XX,Untimely response,2471434
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,750XX,Closed with monetary relief,2480900
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,85032,Closed with explanation,2472882
OCWEN LOAN SERVICING LLC,NA,NY,117XX,Closed with explanation,2469984
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8691,Closed with explanation,2445010
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WI,532XX,Closed with non-monetary relief,2481303
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AK,99705,Closed with explanation,2474922
Choice Recovery Inc.,Company believes it acted appropriately as authorized by contract or law,FL,322XX,Closed with explanation,2485488
JPMORGAN CHASE & CO.,NA,FL,34772,Closed with explanation,2398664
QUICKEN LOANS INC.,NA,NA,NA,Closed with explanation,2481609
OCWEN LOAN SERVICING LLC,NA,CA,954XX,Closed with explanation,2464660
FAIR COLLECTIONS & OUTSOURCING INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MS,39531,Closed with explanation,2473666
BANK OF AMERICA NATIONAL ASSOCIATION,NA,AL,36535,Closed with explanation,85438
EQUIFAX INC.,NA,WA,980XX,Closed with explanation,2475046
TCF NATIONAL BANK,Company believes it acted appropriately as authorized by contract or law,IL,604XX,Closed with explanation,2471775
GREAT LAKES,Company believes complaint is the result of an isolated error,FL,333XX,Closed with explanation,2474896
PORTFOLIO RECOVERY ASSOCIATES INC,NA,MI,481XX,Closed with explanation,2473045
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,913XX,Closed with explanation,2411338
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10709,Closed with monetary relief,2444758
EQUIFAX INC.,NA,WA,983XX,Closed with explanation,2475758
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WA,98292,Closed with explanation,2472500
Firstsource Advantage LLC,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,34606,Closed with explanation,2473815
Credit Solutions LLC,NA,PA,156XX,Untimely response,2471331
Williams & Fudge Inc,NA,GA,302XX,Closed with explanation,2473043
UNITED SERVICES AUTOMOBILE ASSOCIATION,Company believes it acted appropriately as authorized by contract or law,MI,483XX,Closed with explanation,2474748
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60629,Closed with explanation,2430985
Navient Solutions LLC.,NA,WA,98625,Closed with explanation,2472348
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,958XX,Closed with explanation,2480798
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AR,720XX,Closed with non-monetary relief,2475038
TRANSUNION INTERMEDIATE HOLDINGS INC.,NA,MO,63302,Closed with explanation,686751
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OK,73071,Closed with explanation,2440308
Alliance Data Card Services,NA,GA,300XX,Closed with explanation,2470418
Navient Solutions LLC.,NA,GA,300XX,Closed with explanation,2476679
National Bond And Collection Associates Inc.,NA,WI,531XX,Closed with explanation,2485945
NAVY FEDERAL CREDIT UNION,NA,NA,NA,In progress,2484262
NATIONSTAR MORTGAGE,NA,MD,21244,Closed with explanation,1128495
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,432XX,Closed with explanation,2474789
EARLY WARNING SERVICES LLC,NA,IL,60440,Closed with explanation,2482718
AMERICAN HONDA FINANCE CORP,NA,VA,221XX,Closed with explanation,2483325
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,28303,Closed with monetary relief,2469544
RUSHMORE LOAN MANAGEMENT SERVICES LLC,NA,OK,74127,Closed with explanation,2485775
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,104XX,Closed with explanation,2473987
United Revenue Corporation,Company disputes the facts presented in the complaint,TX,75115,Closed with explanation,2473951
CITIBANK N.A.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90043,Closed with explanation,2485532
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60629,Closed with explanation,2475146
ENCORE CAPITAL GROUP INC.,NA,FL,335XX,Closed with explanation,2474347
CAPITAL ONE FINANCIAL CORPORATION,NA,CA,928XX,Closed with explanation,2480803
Professional Credit Management Inc,Company disputes the facts presented in the complaint,MS,386XX,Closed with explanation,2480269
AMERICAN EXPRESS CENTURION BANK,NA,NJ,070XX,Closed with explanation,2477081
AMERICAN EXPRESS CENTURION BANK,NA,CA,900XX,Closed with explanation,2483162
Investment Retrievers Inc.,NA,CA,933XX,Closed with explanation,2472475
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29108,Closed with non-monetary relief,2418353
TRANSWORLD SYSTEMS INC,NA,SC,29349,Closed with explanation,2480833
Diversified Adjustment Service Inc.,Company believes it acted appropriately as authorized by contract or law,MD,20878,Closed with explanation,2471404
TENET HEALTHCARE CORPORATION,Company believes it acted appropriately as authorized by contract or law,FL,334XX,Closed with explanation,2428275
BARCLAYS BANK DELAWARE,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,2452,Closed with explanation,2493037
LOANDEPOT.COM,Company believes it acted appropriately as authorized by contract or law,AL,35405,Closed with explanation,2491106
NAVY FEDERAL CREDIT UNION,Company believes it acted appropriately as authorized by contract or law,VA,201XX,Closed with explanation,2433162
COMMUNITY CHOICE FINANCIAL INC.,NA,TX,774XX,Closed with explanation,2497891
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75010,Closed with explanation,2475918
QUICKEN LOANS INC.,NA,IL,604XX,Closed with explanation,2469018
Alliance Data Card Services,NA,GA,303XX,Closed with explanation,2478897
SYNCHRONY BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90720,Closed with explanation,2478644
WELLS FARGO BANK NATIONAL ASSOCIATION,NA,ME,4769,In progress,2476430
Southern Management Systems Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,774XX,Closed with explanation,2485242
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94568,Closed with monetary relief,2465217
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,023XX,Closed with explanation,2466718
NAVY FEDERAL CREDIT UNION,NA,NY,130XX,In progress,2484759
JPMORGAN CHASE & CO.,NA,CA,92083,Closed with explanation,2473441
Unified Global Group,NA,TX,778XX,Untimely response,2472325
WAKEFIELD & ASSOCIATES INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,OK,74501,Closed with explanation,2477543
Ad Astra Recovery Services Inc,NA,TX,775XX,Closed with explanation,2478697
Navient Solutions LLC.,NA,NJ,085XX,Closed with explanation,2480563
AMERICAN EXPRESS CENTURION BANK,NA,MN,553XX,Closed with explanation,1969872
REGIONS BANK,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,770XX,Closed with explanation,2400508
Navient Solutions LLC.,NA,NA,NA,Closed with explanation,2480879
WELLS FARGO BANK NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10524,Closed with explanation,1899165
Ability Recovery Services LLC,NA,NY,10005,Closed with explanation,2485525
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,85750,Closed with explanation,2480695
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IN,47909,Closed with explanation,2424135
Greene & Cooper Collections LLC,NA,GA,319XX,Closed with explanation,2481029
Alliance Data Card Services,NA,NJ,8846,Closed with explanation,2316327
H. Kent Hollins Attorney at Law P.A,Company believes it acted appropriately as authorized by contract or law,IN,465XX,Closed with explanation,2482549
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,494XX,Closed with explanation,2050347
BANK OF AMERICA NATIONAL ASSOCIATION,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33196,Closed with explanation,2443974
FREEDOM MORTGAGE COMPANY,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NJ,8225,Closed with explanation,2474521
ERC,Company believes it acted appropriately as authorized by contract or law,GA,30344,Closed with explanation,2469911
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11756,Closed with explanation,2468588
STERLING JEWELERS INC.,Company believes it acted appropriately as authorized by contract or law,CA,954XX,Closed with explanation,2475276
TCF NATIONAL BANK,Company believes complaint represents an opportunity for improvement to better serve consumers,IL,60148,Closed with explanation,2468399
Ad Astra Recovery Services Inc,NA,TX,770XX,Closed with explanation,2487785
CAPITAL ONE FINANCIAL CORPORATION,NA,NA,NA,Closed with explanation,2484340
JPMORGAN CHASE & CO.,NA,AL,35811,Closed with explanation,2481169
PNC Bank N.A.,NA,MN,55109,Closed with explanation,1278544
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,20602,Closed with explanation,2416552
ECMC Group Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60074,Closed with explanation,2478721
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,11706,Closed with non-monetary relief,2480238
CAPITAL ONE FINANCIAL CORPORATION,NA,KY,402XX,Closed with explanation,2483905
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75068,Closed with explanation,2480715
HCFS Health Care Financial Services Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,300XX,Closed with explanation,2486696
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,751XX,Closed with non-monetary relief,2474892
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MA,011XX,Closed with non-monetary relief,2480732
Ditech Financial LLC,Company believes it acted appropriately as authorized by contract or law,NY,111XX,Closed with explanation,2396060
TRANSUNION INTERMEDIATE HOLDINGS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60629,Closed with explanation,2431107
CARRINGTON MORTGAGE SERVICES,NA,CO,809XX,Closed with explanation,2468164
I.Q. DATA INTERNATIONAL INC.,Company believes it acted appropriately as authorized by contract or law,MI,495XX,Closed with explanation,2476096
SUNTRUST BANKS INC.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33312,Closed with explanation,2473439
Stellar Recovery Inc.,Company believes it acted appropriately as authorized by contract or law,MA,025XX,Closed with explanation,2476785
Western-Shamrock Corporation,NA,GA,302XX,Closed with explanation,2477107
