Company,Company public response,State,ZIP code,Company response to consumer,Complaint ID
KEYCORP,,WA,982XX,Closed with explanation,2386259
JPMORGAN CHASE & CO.,,MO,630XX,Closed with explanation,2381773
Alliance Data Card Services,,IL,60411,Closed with non-monetary relief,2387251
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,LA,705XX,Closed with explanation,2496609
Alorica Inc.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33407,Closed with explanation,2487629
JPMORGAN CHASE & CO.,,TX,751XX,Closed with explanation,2384041
FIFTH THIRD FINANCIAL CORPORATION,,NJ,8831,Closed with explanation,2387181
"Community Health Investment Company, LLC.",,OH,44484,Closed with explanation,2382840
"Navient Solutions, LLC.",,DC,200XX,Closed with explanation,2385703
"Commonwealth Financial Systems, Inc.",,FL,321XX,Closed with explanation,2382711
"Collection Management Services, Inc.",,TN,37336,Untimely response,2383192
"CMRE Financial Services, Inc.",,TX,75106,Closed with explanation,2384968
"EQUIFAX, INC.",,TX,76309,Closed with explanation,2385663
ENCORE CAPITAL GROUP INC.,,FL,331XX,Closed with non-monetary relief,2385253
Alliance Data Card Services,,NJ,8835,Closed with non-monetary relief,2385457
JPMORGAN CHASE & CO.,,FL,33179,Closed with explanation,2385446
GC Services Limited Partnership,,WA,985XX,Closed with non-monetary relief,2386846
"Navient Solutions, LLC.",,TX,799XX,Closed with explanation,2383173
NATIONSTAR MORTGAGE,,FL,11210,Closed with explanation,2385868
"Avadyne Health Holdings, Inc",,IA,504XX,Closed with explanation,2382994
"Bull City Financial Solutions, Inc",,NC,278XX,Closed with explanation,2385465
Pioneer Capital Solutions Inc,,MD,207XX,Closed with explanation,2383671
"EQUIFAX, INC.",,CA,91423,Closed with explanation,2385965
"Danco Financial Services, LLC",,GA,300XX,Untimely response,2377597
"Navient Solutions, LLC.",,FL,327XX,Closed with explanation,2375903
"Navient Solutions, LLC.",,TX,770XX,Closed with explanation,2387213
JPMORGAN CHASE & CO.,,VA,231XX,Closed with explanation,2384055
"EQUIFAX, INC.",,LA,700XX,Closed with explanation,2387328
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,333XX,Closed with explanation,2411986
"Navient Solutions, LLC.",,FL,34668,Closed with explanation,2385642
JPMORGAN CHASE & CO.,,NV,89012,Closed with explanation,2385301
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,79603,Closed with non-monetary relief,2127697
JPMORGAN CHASE & CO.,,CA,94612,Closed with explanation,2383276
AES/PHEAA,,TX,78218,Closed with explanation,2385382
"EQUIFAX, INC.",,AZ,85383,Closed with non-monetary relief,2382858
Immediate Credit Recovery,,LA,701XX,Closed with explanation,2387258
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,335XX,Closed with explanation,2470917
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93314,Closed with explanation,2431588
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,NC,27862,Closed with explanation,2386890
"EQUIFAX, INC.",,MA,2302,Closed with explanation,2386375
"EQUIFAX, INC.",,WA,982XX,Closed with explanation,2385283
"EQUIFAX, INC.",,TX,752XX,Closed with explanation,2386687
SANTANDER CONSUMER USA HOLDINGS INC.,,CO,80218,Closed with explanation,2387458
"Navient Solutions, LLC.",,NV,891XX,Closed with explanation,2385967
EXETER FINANCE CORP.,,VA,232XX,Closed with explanation,2387342
DISCOVER BANK,,GU,969XX,Closed with explanation,2383690
Alliance Data Card Services,,UT,841XX,Closed with monetary relief,2380820
NCB MANAGEMENT SERVICES INC,,TX,77459,Closed with explanation,2381227
ENCORE CAPITAL GROUP INC.,,OH,456XX,Closed with non-monetary relief,1495073
"Navient Solutions, LLC.",,TN,37404,Closed with explanation,2380961
"Navient Solutions, LLC.",,NY,14051,Closed with explanation,2386496
"Navient Solutions, LLC.",,FL,337XX,Closed with explanation,2385565
"EQUIFAX, INC.",,VA,238XX,Closed with explanation,2386287
"Real Time Resolutions, Inc.",,GA,30311,Closed with explanation,703835
"Seterus, Inc.",,OK,730XX,Closed with explanation,2387354
AES/PHEAA,,MI,483XX,Closed with explanation,2382580
"PENNYMAC LOAN SERVICES, LLC.",,CA,91007,Closed with explanation,2386739
PNC Bank N.A.,,KY,40213,Closed with explanation,2385707
"CITIBANK, N.A.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,20901,Closed with non-monetary relief,1961650
JPMORGAN CHASE & CO.,,VA,20141,Closed with explanation,2387211
PAYPAL HOLDINGS INC.,,NY,117XX,Closed with monetary relief,2381981
"Real Time Resolutions, Inc.",,FL,33026,Closed with explanation,800017
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SC,29202,Closed with explanation,2415945
"EQUIFAX, INC.",,FL,331XX,Closed with explanation,2425957
"Danco Financial Services, LLC",,GA,300XX,Untimely response,2378576
TD BANK US HOLDING COMPANY,,MA,2777,Closed with explanation,2385317
"EQUIFAX, INC.",,NC,28202,Closed with explanation,2385334
PNC Bank N.A.,,PA,15236,Closed with explanation,2385744
DISCOVER BANK,,AZ,85547,Closed with explanation,2439888
"EQUIFAX, INC.",,IL,609XX,Closed with non-monetary relief,2382102
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company chooses not to provide a public response,OH,430XX,Closed with explanation,1390260
"Navient Solutions, LLC.",,SC,294XX,Closed with explanation,2379398
"Navient Solutions, LLC.",,VA,223XX,Closed with explanation,2386403
"CAB Receivables, Inc.",,SC,294XX,Untimely response,2385275
"Navient Solutions, LLC.",,DC,20024,Closed with explanation,2386877
AMERICAN EXPRESS CENTURION BANK,,TN,372XX,Closed with explanation,2384603
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60473,Closed with non-monetary relief,2411342
"Westlake Services, LLC",,FL,34677,Closed with explanation,2382113
"Navient Solutions, LLC.",,MN,554XX,Closed with explanation,2386942
"Commonwealth Financial Systems, Inc.",,TN,374XX,Closed with explanation,2383001
"EQUIFAX, INC.",,CA,922XX,Closed with explanation,2385807
OCWEN LOAN SERVICING LLC,,CA,910XX,Closed with explanation,2386423
JPMORGAN CHASE & CO.,,CA,941XX,Closed with explanation,2387248
"STATE FARM BANK, FSB",,AL,351XX,Closed with monetary relief,2387402
"EQUIFAX, INC.",,NY,11772,Closed with explanation,2386756
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,WI,544XX,Closed with explanation,2381322
CAPITAL ONE FINANCIAL CORPORATION,,MD,208XX,Closed with explanation,2490357
FROST BANK,,TX,781XX,Closed with explanation,2382283
SANTANDER CONSUMER USA HOLDINGS INC.,,CA,956XX,Closed with explanation,2385810
"COMMUNITY CHOICE FINANCIAL, INC.",,AL,36605,Closed with explanation,2326804
"Receivables Management Partners, LLC",,FL,336XX,Closed with explanation,2468192
"PENNYMAC LOAN SERVICES, LLC.",,TN,371XX,Closed with explanation,2385790
TMX Finance LLC,,NV,89052,Closed with explanation,2386509
AMERICAN EXPRESS CENTURION BANK,,CT,6357,Closed with non-monetary relief,2385596
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60565,Closed with explanation,2470903
CAC Financial Corp,,TX,75063,Closed,2386323
Resurgent Capital Services L.P.,,FL,33976,Closed with explanation,2385504
OCWEN LOAN SERVICING LLC,,IL,600XX,Closed with explanation,2386001
Bonneville Billing and Collections,,UT,840XX,Closed with explanation,2482963
"Navient Solutions, LLC.",,FL,32561,Closed with explanation,2386343
"Enova International, Inc.",,OH,44107,Closed with explanation,937582
AES/PHEAA,,IN,46226,Closed with explanation,2386615
OCWEN LOAN SERVICING LLC,,TX,782XX,Closed with explanation,2387288
EVERBANK,,IN,468XX,Closed with explanation,2386624
"ASSET MANAGEMENT OUTSOURCING, INC.",,AL,350XX,Closed with explanation,2256042
Express Aviation,,TX,781XX,Closed with monetary relief,2381406
United Revenue Corporation,Company believes it acted appropriately as authorized by contract or law,TX,75087,Closed with explanation,2250529
"EQUIFAX, INC.",,GA,30536,Closed with explanation,2387444
"CITIBANK, N.A.",,GA,30135,Closed with relief,41075
JPMORGAN CHASE & CO.,,CA,92507,Closed with explanation,2380824
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,63033,Closed with explanation,2412308
ENCORE CAPITAL GROUP INC.,,NJ,074XX,Closed with explanation,2387273
"Navient Solutions, LLC.",,KY,421XX,Closed with explanation,2385823
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,76119,Closed with non-monetary relief,2410815
"EQUIFAX, INC.",,NJ,086XX,Closed with explanation,2385449
"Seattle Service Bureau, Inc",,NY,100XX,Closed,2385701
Tormey Bewley Corporation,,CA,934XX,Closed,2387119
AMERICAN EXPRESS CENTURION BANK,,ID,836XX,Closed with explanation,2387155
"SIMM Associates, Inc.",,FL,33976,Closed with explanation,2386095
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,GA,303XX,Closed with explanation,2413076
"EQUIFAX, INC.",,OR,974XX,Closed with explanation,2382835
"COMMUNITY CHOICE FINANCIAL, INC.",,MD,21114,Closed with explanation,2386576
VW Credit,,NJ,080XX,Closed with monetary relief,2387483
OCWEN LOAN SERVICING LLC,,SC,29566,Closed with explanation,2385908
PORTFOLIO RECOVERY ASSOCIATES INC,,NY,131XX,Closed with explanation,2383435
AFNI INC.,,GA,306XX,Closed with explanation,2381048
"Collection Associates, Ltd.",,FL,32257,Closed with explanation,2289897
"Navient Solutions, LLC.",,NY,142XX,Closed with explanation,2382512
DISCOVER BANK,,NY,14580,Closed with explanation,2385540
"SCA Collections, Inc.",,NC,27862,Closed with explanation,2385861
AllianceOne Recievables Management,,WA,98118,Closed with explanation,1733926
"Monarch Recovery Holdings, Inc.",,PA,194XX,Closed with explanation,2382739
"NELNET, INC.",,TX,786XX,Closed with explanation,2386297
CAPITAL ONE FINANCIAL CORPORATION,,PA,152XX,Closed with explanation,2387116
"Convergent Resources, Inc.",,MD,206XX,Closed with explanation,2386983
CAPITAL ONE FINANCIAL CORPORATION,,VA,22603,Closed with explanation,2382447
"Receivables Management Partners, LLC",,MI,482XX,Closed with explanation,2469266
OCWEN LOAN SERVICING LLC,,CA,939XX,Closed with explanation,2387524
NATIONSTAR MORTGAGE,,CA,95060,Closed with explanation,2387088
PORTFOLIO RECOVERY ASSOCIATES INC,,VA,23608,Closed with explanation,2386712
"Navient Solutions, LLC.",,NY,11779,Closed with explanation,2380916
"Navient Solutions, LLC.",,IN,46319,Closed with explanation,2384225
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MT,599XX,Closed with explanation,2412178
Velocity Portfolio Group,,VA,224XX,Closed with explanation,2382144
ENCORE CAPITAL GROUP INC.,,NY,10941,Closed with explanation,2382049
"Yakima County Credit Service, INC",,WA,993XX,Untimely response,2340613
AFNI INC.,,PA,174XX,Closed with explanation,2385024
JPMORGAN CHASE & CO.,,IN,462XX,Closed with monetary relief,2387075
"EQUIFAX, INC.",,MO,658XX,Closed with explanation,2381999
"Navient Solutions, LLC.",,TX,77045,Closed with explanation,2386058
"Navient Solutions, LLC.",,NJ,080XX,Closed with explanation,2386820
"PlusFour, Inc",,NV,890XX,Closed,2385522
NATIONSTAR MORTGAGE,,FL,321XX,Closed with explanation,2386082
"EQUIFAX, INC.",,AZ,85249,Closed with explanation,2386223
"CITIBANK, N.A.",Company chooses not to provide a public response,TN,37406,Closed with explanation,1578273
"Credit Systems International, Inc.",,TX,75106,Closed with explanation,2387141
NISSAN MOTOR ACCEPTANCE CORPORATION,,AZ,850XX,Closed with explanation,2385590
"Caliber Home Loans, Inc.",,NC,28630,Closed with explanation,2386808
"CAINE & WEINER COMPANY, INC.",,CT,6606,Closed with explanation,2382366
"R.A.Rogers, Inc.",,MD,20735,Closed with explanation,2340597
JPMORGAN CHASE & CO.,,WV,25177,Closed with explanation,2385857
TD BANK US HOLDING COMPANY,,IL,60411,Closed with explanation,2386261
"COMMUNITY CHOICE FINANCIAL, INC.",,CA,95763,Closed with explanation,2355561
"Designed Receivable Solultions, Inc.",,DC,200XX,Closed with explanation,2382425
"EQUIFAX, INC.",,NC,28212,Closed with explanation,2387335
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TN,381XX,Closed with explanation,2471022
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MT,599XX,Closed with explanation,2410988
North American Credit Services,,IN,46062,Closed with explanation,2386037
"Harvard Collections, LLC",,TX,75106,Closed with explanation,2387058
NATIONSTAR MORTGAGE,,CA,92835,Closed with explanation,2385657
"Caliber Home Loans, Inc.",,WA,980XX,Closed with explanation,2384874
Alliance Data Card Services,,NJ,080XX,Closed with monetary relief,2382047
OCWEN LOAN SERVICING LLC,,CA,917XX,Closed with explanation,2387507
JPMORGAN CHASE & CO.,,RI,028XX,Closed with monetary relief,2384643
PREFERRED CREDIT INC,,OK,73566,Closed with explanation,2381360
"EQUIFAX, INC.",,MO,63114,Closed with explanation,2380880
"EQUIFAX, INC.",,NY,12590,Closed with non-monetary relief,2385638
TOYOTA MOTOR CREDIT CORPORATION,,FL,336XX,Closed with explanation,2386609
Comerica,,MI,480XX,Closed with explanation,2386074
"Navient Solutions, LLC.",,WI,53223,Closed with explanation,2293809
Alliance Data Card Services,,CA,92021,Closed with non-monetary relief,2385730
"Scheer, Green & Burke L.P.A.",,OH,45211,Untimely response,2383965
National Credit Processing Inc.,,TX,774XX,Untimely response,2469226
Alliance Data Card Services,,CO,802XX,Closed with monetary relief,2382751
"EQUIFAX, INC.",,NY,146XX,Closed with explanation,2385646
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,32550,Closed with explanation,2411294
PORTFOLIO RECOVERY ASSOCIATES INC,,NJ,070XX,Closed with non-monetary relief,2386695
"EQUIFAX, INC.",,MN,55325,Closed with non-monetary relief,2385649
"EQUIFAX, INC.",,NY,11223,Closed with explanation,2387201
"Plastyc, Inc.",,GA,300XX,Untimely response,2381177
"Enova International, Inc.",,LA,70896,Closed with explanation,811722
NORTHLAND GROUP INC,,TX,76354,Closed with explanation,959548
"Navient Solutions, LLC.",,GA,301XX,Closed with explanation,2384699
JPMORGAN CHASE & CO.,,NJ,085XX,Closed with explanation,2385816
ACS Education Services,,OK,740XX,In progress,2327248
AMERICAN EXPRESS CENTURION BANK,,GA,30824,Closed with explanation,2382762
"Navient Solutions, LLC.",,WI,532XX,Closed with explanation,2387174
"Danco Financial Services, LLC",,GA,300XX,Untimely response,2378385
GC Services Limited Partnership,,PA,191XX,Closed with non-monetary relief,2387014
"BANK OF AMERICA, NATIONAL ASSOCIATION",,CA,94303,Closed with explanation,900451
"EQUIFAX, INC.",,NY,11356,Closed with explanation,2384800
JPMORGAN CHASE & CO.,,NY,10026,Closed with explanation,2083892
"WESTERN UNION COMPANY, THE",,CA,958XX,Closed with explanation,2386626
"NELNET, INC.",,WA,98106,Closed with explanation,2383307
"EQUIFAX, INC.",,NC,28054,Closed with explanation,2386381
"NELNET, INC.",,NJ,088XX,Closed with explanation,2384757
"URS Holding, LLC",,KS,660XX,Closed with explanation,2382251
"BANK OF AMERICA, NATIONAL ASSOCIATION",,WA,98371,Closed with explanation,38862
JPMORGAN CHASE & CO.,,NY,112XX,Closed with explanation,2386395
AFNI INC.,,TX,77388,Closed with explanation,2387282
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,49428,Closed with explanation,2410019
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NC,278XX,Closed with explanation,2418167
"EQUIFAX, INC.",,MI,482XX,Closed with explanation,2385926
"SELECT PORTFOLIO SERVICING, INC.",,GA,30326,Closed with explanation,1068577
"Sessoms & Rogers, P.A.",,NC,272XX,Closed with explanation,2382727
"EQUIFAX, INC.",,CO,80214,Closed with explanation,2386922
PORTFOLIO RECOVERY ASSOCIATES INC,,TN,37027,Closed with explanation,2385356
"EQUIFAX, INC.",,IL,607XX,Closed with explanation,2385632
JPMORGAN CHASE & CO.,,FL,328XX,Closed with explanation,2383453
DISCOVER BANK,,MN,551XX,Closed with explanation,2387472
"Ability Recovery Services, LLC",,OH,442XX,Closed with explanation,2308498
U.S. BANCORP,,OH,441XX,Closed with explanation,2385617
"Big Picture Loans, LLC",,OR,972XX,Closed with explanation,2380975
"EQUIFAX, INC.",,GA,30747,Closed with explanation,2385746
AES/PHEAA,,MI,48442,Closed with non-monetary relief,2387053
AMERICAN EXPRESS CENTURION BANK,,NY,11219,Closed with explanation,2386301
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,958XX,Closed with non-monetary relief,2392125
"Colony Brands, Inc.",,IN,463XX,Untimely response,2380966
"CAINE & WEINER COMPANY, INC.",,CA,917XX,Closed with explanation,2385552
OCWEN LOAN SERVICING LLC,,HI,967XX,Closed,2386288
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,90746,Closed with explanation,2412652
"Fay Servicing, LLC",,FL,330XX,Closed with explanation,2387048
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MT,599XX,Closed with explanation,2411546
"BMW Financial Services NA, LLC",,NC,27615,Closed with explanation,2380996
"Mobiloans, LLC",,AL,366XX,Untimely response,2467038
"Navient Solutions, LLC.",,FL,336XX,Closed with explanation,2385398
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,IL,60649,Closed with explanation,2472006
"EARLY WARNING SERVICES, LLC",,ND,582XX,Closed with explanation,2382941
CL HOLDINGS LLC,,CA,932XX,Closed with non-monetary relief,2382593
"CITIBANK, N.A.",,NY,11225,Closed with monetary relief,211368
NATIONSTAR MORTGAGE,,TN,381XX,Closed with explanation,2385445
SCOTTRADE BANK,,CT,061XX,Closed with explanation,2385973
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,93444,Closed with explanation,2470988
"EARLY WARNING SERVICES, LLC",,ND,582XX,Closed with explanation,2383043
Knight Adjustment Bureau,,UT,84081,Closed with explanation,2384540
"AMERICAN ADJUSTMENT BUREAU,INC.",,CT,6705,Closed with explanation,2386791
"WELLS FARGO BANK, NATIONAL ASSOCIATION",Company chooses not to provide a public response,GA,30236,Closed with monetary relief,1670287
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,125XX,Closed with explanation,2470924
"Southwest Credit Systems, L.P.",,MA,024XX,Closed with explanation,2385488
JPMORGAN CHASE & CO.,,PA,190XX,Closed with explanation,2382853
CONDOR CAPITAL CORP,,CT,068XX,Untimely response,2382828
CAPITAL ONE FINANCIAL CORPORATION,,ME,046XX,Closed with explanation,2385814
TD BANK US HOLDING COMPANY,,KY,421XX,Closed with explanation,2387199
"EQUIFAX, INC.",,MD,208XX,Closed with explanation,2379475
"Navient Solutions, LLC.",,NE,681XX,Closed with explanation,2383118
"EQUIFAX, INC.",,IL,606XX,Closed with explanation,2386688
"Seterus, Inc.",,NJ,7621,Closed with explanation,2386172
"CAVALRY INVESTMENTS, LLC",,CA,95763,Closed with non-monetary relief,2385937
"Navient Solutions, LLC.",,SC,29680,Closed with explanation,2385418
OCWEN LOAN SERVICING LLC,,NY,11581,Closed with explanation,445446
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,346XX,Closed with explanation,2471127
"State Collection Service, Inc.",,WI,54241,Closed with explanation,2385402
"NELNET, INC.",,NY,14610,Closed with explanation,2386100
"Navient Solutions, LLC.",,WV,264XX,Closed with explanation,2386481
"ONEMAIN FINANCIAL HOLDINGS, LLC.",,WA,98922,Closed with explanation,2383137
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MN,554XX,Closed with explanation,2409311
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MD,212XX,Closed with explanation,2412640
FIFTH THIRD FINANCIAL CORPORATION,,IL,60411,Closed with explanation,2386158
JPMORGAN CHASE & CO.,,CA,955XX,Closed with explanation,2385440
"OPTIMUM OUTCOMES, INC.",,TN,37043,Closed with explanation,709665
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",,NJ,7102,Closed with explanation,865879
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75633,Closed with explanation,2493776
PNC Bank N.A.,,NJ,079XX,Closed with explanation,2386454
"Receivables Performance Management, LLC",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CA,94133,Closed with explanation,2446113
"Dealer Funding, LLC",,VA,23456,Untimely response,2469089
NISSAN MOTOR ACCEPTANCE CORPORATION,,IL,60411,Closed with explanation,2385501
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,337XX,Closed with explanation,2471306
HEARTLAND PAYMENT SYSTEMS INC,,TN,38119,Closed with explanation,2338874
"BMW Financial Services NA, LLC",,VA,237XX,Closed with explanation,2383840
JPMORGAN CHASE & CO.,,FL,327XX,Closed with monetary relief,2385213
TD BANK US HOLDING COMPANY,,FL,32746,Closed with explanation,201737
"EQUIFAX, INC.",,TX,78660,Closed with explanation,2387456
JPMORGAN CHASE & CO.,,FL,333XX,Closed with explanation,2387521
"Professional Debt Mediation, Inc.",,CA,914XX,Closed with explanation,2381492
"EQUIFAX, INC.",,CA,91401,Closed with explanation,2385294
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,NY,10913,Closed with explanation,2136282
"Navient Solutions, LLC.",,NY,11238,Closed with explanation,2338662
"Asset Recovery Solutions, LLC",,NJ,8859,Closed with explanation,2387416
"Receivables Management Partners, LLC",,FL,336XX,Closed with explanation,2468215
TCF NATIONAL BANK,,SD,577XX,Closed with explanation,2382527
"CMRE Financial Services, Inc.",,IN,462XX,Closed with explanation,2382879
"WELLS FARGO BANK, NATIONAL ASSOCIATION",,WA,98110,Closed with explanation,196343
"BMW Financial Services NA, LLC",,AZ,85122,Closed with explanation,1854705
TRANSWORLD SYSTEMS INC,,NJ,075XX,Closed with explanation,2386845
"Navient Solutions, LLC.",,WI,537XX,Closed with explanation,2386697
"BAYVIEW LOAN SERVICING, LLC",,CA,94518,Closed with explanation,958923
"Southwest Credit Systems, L.P.",,KY,40210,Closed with explanation,2468533
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MO,631XX,Closed with explanation,2410936
ACS Education Services,,WA,98122,Closed with explanation,2383267
"CAVALRY INVESTMENTS, LLC",,MN,551XX,Closed with non-monetary relief,2383051
DISCOVER BANK,,OH,437XX,Closed with explanation,2386316
AMERICAN EXPRESS CENTURION BANK,,MD,20781,Closed with explanation,2385852
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,760XX,Closed with explanation,2412638
"Seterus, Inc.",,TX,773XX,Closed with explanation,2386647
"Navient Solutions, LLC.",,NH,032XX,Closed with explanation,2386691
"Navient Solutions, LLC.",,OH,452XX,Closed with explanation,2381961
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,AZ,852XX,Closed with explanation,2495113
AUTO TRAKK LLC,Company believes it acted appropriately as authorized by contract or law,SC,293XX,Closed with explanation,2493950
"Southwest Recovery Services, Inc.",Company believes complaint is the result of an isolated error,TX,77355,Closed with explanation,2488720
U.S. BANCORP,,TX,75025,Closed with explanation,471152
"Navient Solutions, LLC.",,KY,422XX,Closed with explanation,2378819
"EQUIFAX, INC.",,GA,30680,Closed with non-monetary relief,2386468
HSBC NORTH AMERICA HOLDINGS INC.,,CA,91709,Closed with explanation,2385714
"Seterus, Inc.",,FL,320XX,Closed with explanation,2385943
TD BANK US HOLDING COMPANY,,NY,11752,Closed with monetary relief,2383109
"EQUIFAX, INC.",,TX,774XX,Closed with explanation,2480042
National Foreclosure Rescue Center,,OH,45251,Closed with explanation,1667608
"Navient Solutions, LLC.",,VA,238XX,Closed with explanation,2386303
"Mid-Atlantic Finance Co., Inc.",,FL,328XX,Closed with monetary relief,2387443
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48911,Closed with explanation,2494398
Rent Recovery Solutions,,AL,352XX,Closed with explanation,2494067
EXPERIAN DELAWARE GP,Company chooses not to provide a public response,MD,20814,Closed with non-monetary relief,1597168
CAPITAL ONE FINANCIAL CORPORATION,,DC,20011,Closed with explanation,574119
CAPITAL ONE FINANCIAL CORPORATION,,MA,021XX,Closed with monetary relief,2387344
"Diversified Consultants, Inc.",,CA,92704,Closed with explanation,2383638
"CMRE Financial Services, Inc.",,TX,774XX,Closed with explanation,2386383
"EQUIFAX, INC.",,MI,483XX,Closed with explanation,2382813
Ad Astra Recovery Services Inc,,TX,770XX,Closed with explanation,2384262
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,FL,33830,Closed with explanation,2411514
"EQUIFAX, INC.",,AR,72762,Closed with explanation,2386825
U.S. Auto Credit Corporation,,SC,29910,Closed with explanation,2338508
"EQUIFAX, INC.",,OR,97756,Closed with explanation,2386933
Financial Accounts Service Team Inc.,,MS,379XX,Untimely response,2385721
"Jon Barry and Associates, Inc.",,MD,20708,Closed with non-monetary relief,2387231
"Navient Solutions, LLC.",,NC,270XX,Closed with explanation,2383299
"Navient Solutions, LLC.",,MO,65020,Closed with explanation,2382235
Selene Finance LP,,NY,109XX,Closed with explanation,2386980
Alliance Data Card Services,,CA,910XX,Closed with monetary relief,2387506
Resurgent Capital Services L.P.,,TX,770XX,Closed with explanation,2423022
"CrossCheck, Inc.",,CA,91311,Closed with explanation,2488040
"BANK OF AMERICA, NATIONAL ASSOCIATION",,TN,37421,Closed with explanation,224213
PORTFOLIO RECOVERY ASSOCIATES INC,,CA,90301,Closed with explanation,2319653
AmeriCash Holding LLC,,SC,297XX,Closed with explanation,2292512
"Collection Bureau of Fort Walton Beach, Inc",,FL,323XX,Closed with explanation,2386771
TRANSWORLD SYSTEMS INC,,MD,20708,Closed with explanation,2386120
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,MI,48342,Closed with explanation,2411127
"Platinum Holdings Group, LLC",,VA,235XX,Closed with explanation,2381632
Quality Acceptance llc,,NV,891XX,Closed with explanation,2387391
PORTFOLIO RECOVERY ASSOCIATES INC,,TX,773XX,Closed with explanation,2386187
"EQUIFAX, INC.",,FL,322XX,Closed with explanation,2385513
"Navient Solutions, LLC.",,MT,598XX,Closed with explanation,2382230
"Convergent Resources, Inc.",,CA,90710,Closed with explanation,1898571
EXPERIAN DELAWARE GP,Company has responded to the consumer and the CFPB and chooses not to provide a public response,TX,75104,Closed with non-monetary relief,2412432
"Convergent Resources, Inc.",,PA,19008,Closed with explanation,807844
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,OH,43068,Closed with explanation,2469042
