Complaint ID,Consumer disputed?,Consumer consent provided?,Submitted via
2472606,N/A,N/A,Referral
2474637,N/A,Consent not provided,Web
2436912,No,Other,Web
2479840,N/A,N/A,Postal mail
2484509,N/A,N/A,Phone
2417055,No,Consent provided,Web
2474999,N/A,,Web
2392161,No,Consent not provided,Web
2469003,N/A,N/A,Referral
2447120,No,Consent not provided,Web
2471923,N/A,N/A,Phone
2471128,N/A,,Web
2485161,N/A,,Web
2481130,N/A,N/A,Phone
2471786,N/A,,Web
2392926,No,Consent provided,Web
2391695,No,Consent not provided,Web
2392129,No,Consent not provided,Web
1027263,No,N/A,Referral
2480029,N/A,,Web
2397254,No,Consent provided,Web
2465230,N/A,Consent not provided,Web
201106,No,N/A,Fax
2475119,N/A,N/A,Postal mail
2480163,N/A,,Web
2392314,Yes,Consent not provided,Web
2391606,No,Consent not provided,Web
2481080,N/A,,Web
2477094,N/A,N/A,Referral
2484281,N/A,,Web
2475193,N/A,N/A,Fax
2477196,N/A,Consent not provided,Web
2480015,N/A,,Web
2465860,N/A,,Web
2392761,No,Consent not provided,Web
2484260,N/A,,Web
2393107,No,Consent not provided,Web
2468372,N/A,,Web
2483673,N/A,,Web
2471915,N/A,,Web
2393258,Yes,Consent not provided,Web
2390472,No,Consent provided,Web
2473474,N/A,N/A,Phone
2415373,No,N/A,Referral
115956,Yes,N/A,Web
2483725,N/A,,Web
2340818,No,Consent not provided,Web
2475335,N/A,,Web
2475140,N/A,,Web
2397174,No,Consent not provided,Web
2472915,N/A,N/A,Referral
2482750,N/A,,Web
2442010,No,N/A,Fax
2479988,N/A,,Web
2484392,N/A,,Web
2483095,N/A,,Web
2417175,No,Consent provided,Web
2388847,Yes,Consent provided,Web
2479756,N/A,N/A,Postal mail
149804,Yes,N/A,Phone
2481578,N/A,Consent not provided,Web
2421254,No,N/A,Postal mail
2468524,N/A,N/A,Referral
2478114,N/A,,Web
1693270,No,N/A,Referral
2464930,N/A,,Web
2391911,No,Consent provided,Web
2444377,No,,Web
2484962,N/A,,Web
2484178,N/A,,Web
2477586,N/A,,Web
2347123,No,Consent provided,Web
2412679,No,N/A,Fax
2391480,No,Consent provided,Web
1071415,Yes,N/A,Postal mail
2392844,No,Consent provided,Web
2392560,No,Consent provided,Web
2393281,No,Consent not provided,Web
2392124,No,Consent not provided,Web
2474885,N/A,,Web
2391789,No,Consent provided,Web
2392445,No,Consent provided,Web
2218004,No,Consent not provided,Web
2348767,No,Consent provided,Web
2480297,N/A,Consent not provided,Web
2476914,N/A,Consent not provided,Web
2473157,N/A,,Web
2391222,No,Consent provided,Web
2465647,N/A,N/A,Referral
2391678,No,Consent provided,Web
2485090,N/A,,Web
1787354,No,Consent not provided,Web
732234,No,N/A,Web
2415148,No,Consent provided,Web
2479567,N/A,,Web
2390365,No,Consent provided,Web
2469902,N/A,,Web
2474110,N/A,N/A,Postal mail
2469425,N/A,,Web
2474902,N/A,,Web
2478329,N/A,Consent not provided,Web
2426471,No,Consent not provided,Web
2392154,No,Consent not provided,Web
2446955,No,,Web
2321789,Yes,Consent provided,Web
2481223,N/A,Other,Web
2391880,No,Consent provided,Web
2429747,No,Consent provided,Web
2392013,No,Consent provided,Web
2472442,N/A,N/A,Fax
2476208,N/A,,Web
2392606,No,Consent provided,Web
2483811,N/A,,Web
2479131,N/A,N/A,Phone
2367076,No,Consent provided,Web
2443606,No,Consent not provided,Web
2390544,No,Consent provided,Web
2465595,N/A,,Web
2391520,No,Consent not provided,Web
2414843,No,Consent not provided,Web
2392040,No,Consent not provided,Web
2475691,N/A,,Web
2392131,No,Consent provided,Web
2478205,N/A,,Web
2470649,N/A,,Web
2474338,N/A,,Web
2415005,No,Consent provided,Web
2480545,N/A,,Web
2479342,N/A,,Web
907053,No,N/A,Web
2469838,N/A,,Web
2494642,N/A,Other,Web
671505,Yes,N/A,Referral
110377,No,N/A,Referral
2471903,N/A,,Web
2392337,No,Consent provided,Web
2471531,N/A,,Web
2391096,No,Consent not provided,Web
2348516,No,Consent not provided,Web
2390502,No,Consent not provided,Web
2474878,N/A,,Web
2476753,N/A,N/A,Postal mail
2414712,No,Consent not provided,Web
2476930,N/A,,Web
2480946,N/A,N/A,Phone
2473291,N/A,,Web
2391965,No,Consent provided,Web
2473267,N/A,N/A,Postal mail
2471014,N/A,,Web
2469615,N/A,,Web
2476345,N/A,,Web
2390596,No,Consent provided,Web
2030403,No,N/A,Referral
2389955,No,Consent not provided,Web
2392613,No,Consent provided,Web
2391285,Yes,Consent provided,Web
2392542,No,Consent provided,Web
2415444,No,Consent not provided,Web
2442328,No,N/A,Phone
2472977,N/A,Consent not provided,Web
2391335,No,Consent provided,Web
2472546,N/A,N/A,Phone
2477261,N/A,,Web
2401475,No,N/A,Referral
2421901,No,Consent provided,Web
2414990,No,Consent provided,Web
2470080,N/A,Consent not provided,Web
2474350,N/A,,Web
2391794,No,Consent not provided,Web
2432913,No,N/A,Referral
2393286,No,Consent provided,Web
2477245,N/A,Consent not provided,Web
2465027,N/A,N/A,Referral
1298359,No,N/A,Postal mail
2390561,No,Consent provided,Web
2479540,N/A,,Web
2391810,No,Consent not provided,Web
2444080,No,,Web
2390591,No,Consent provided,Web
1637306,No,Consent not provided,Web
2472269,N/A,Consent not provided,Web
2393385,No,Consent provided,Web
2471849,N/A,,Web
2390436,Yes,Consent provided,Web
2446972,No,N/A,Phone
2472626,N/A,Consent not provided,Web
2343804,No,Consent provided,Web
2392293,Yes,Consent provided,Web
2473985,N/A,Consent not provided,Web
2392711,No,Consent provided,Web
2471295,N/A,Consent not provided,Web
2470747,N/A,,Web
2392701,No,Consent provided,Web
2389933,No,Consent not provided,Web
2471646,N/A,,Web
2413707,No,N/A,Postal mail
2479284,N/A,,Web
2485343,N/A,Consent not provided,Web
2416506,No,Consent provided,Web
2392061,No,Consent provided,Web
2415684,No,Consent provided,Web
2416756,No,Consent not provided,Web
2478468,N/A,N/A,Postal mail
2477619,N/A,,Web
2471484,N/A,,Web
2443286,No,N/A,Postal mail
2391506,Yes,Consent not provided,Web
2393126,No,Consent provided,Web
2486257,N/A,,Web
2480763,N/A,N/A,Postal mail
2391950,No,Consent not provided,Web
769740,No,N/A,Referral
2465261,N/A,,Web
2393228,Yes,Consent provided,Web
2391257,No,Consent not provided,Web
2474998,N/A,,Web
2465465,N/A,,Web
2475381,N/A,,Web
1619945,No,N/A,Phone
2391960,No,Consent provided,Web
2484589,N/A,,Web
2484928,N/A,,Web
2445158,No,,Web
2401550,No,Consent provided,Web
2393243,No,Consent provided,Web
2392180,No,Consent not provided,Web
589589,No,N/A,Web
2445489,No,,Web
2392096,No,Consent provided,Web
2336017,No,Consent not provided,Web
2393349,No,Consent not provided,Web
2479312,N/A,,Web
2470758,N/A,Other,Web
2391545,No,Consent provided,Web
2471659,N/A,,Web
2390542,No,Consent not provided,Web
2474371,N/A,N/A,Postal mail
2244823,No,Consent not provided,Web
2473625,N/A,,Web
2473738,N/A,N/A,Phone
2391892,No,Consent not provided,Web
2470614,N/A,,Web
2476605,N/A,N/A,Referral
2393073,Yes,Consent provided,Web
2416467,No,Consent not provided,Web
2389731,No,Consent not provided,Web
2471307,N/A,Consent not provided,Web
899649,No,N/A,Web
2482059,N/A,,Web
2415384,No,N/A,Referral
2392097,No,Consent provided,Web
2436757,No,Consent provided,Web
2484945,N/A,Consent not provided,Web
2392047,No,Consent provided,Web
2389986,No,Consent not provided,Web
2471967,N/A,N/A,Phone
2392449,No,Consent provided,Web
2470456,N/A,Consent not provided,Web
2470897,N/A,,Web
2391957,Yes,Consent not provided,Web
2390951,Yes,Consent not provided,Web
2465986,N/A,,Web
2475437,N/A,N/A,Referral
2469542,N/A,,Web
2467805,N/A,N/A,Postal mail
2477369,N/A,,Web
2390940,Yes,Consent not provided,Web
2477223,N/A,,Web
2476271,N/A,N/A,Phone
55147,Yes,N/A,Web
2479856,N/A,N/A,Phone
2477019,N/A,Consent not provided,Web
2389701,No,Consent not provided,Web
2482995,N/A,,Web
2477813,N/A,,Web
2389766,No,Consent provided,Web
2464831,N/A,N/A,Phone
2477243,N/A,,Web
2391190,No,Consent provided,Web
2484195,N/A,,Web
2389810,No,Consent provided,Web
2468269,N/A,,Web
2427742,No,Consent not provided,Web
2414863,No,Consent not provided,Web
2475645,N/A,,Web
2472140,N/A,,Web
2391644,No,Consent not provided,Web
2388136,No,Consent not provided,Web
2392632,Yes,Consent provided,Web
829457,No,N/A,Web
2441577,No,Consent not provided,Web
2363763,No,Consent not provided,Web
2415191,No,Consent not provided,Web
2485834,N/A,,Web
2479341,N/A,,Web
2465960,N/A,N/A,Fax
2465281,N/A,Consent not provided,Web
2392883,No,Consent provided,Web
2472008,N/A,N/A,Phone
2391972,No,Consent not provided,Web
2393259,Yes,Consent provided,Web
2393340,No,Consent not provided,Web
2392494,No,Consent not provided,Web
2401381,No,Other,Web
2466011,N/A,Consent not provided,Web
2479308,N/A,,Web
2474956,N/A,Consent not provided,Web
2474343,N/A,,Web
2224225,No,Consent not provided,Web
2391836,No,Consent provided,Web
2429325,No,Consent provided,Web
2406571,No,N/A,Phone
2472603,N/A,Consent not provided,Web
2477860,N/A,Consent not provided,Web
2474291,N/A,,Web
2167988,No,Consent provided,Web
2471556,N/A,,Web
2390677,No,Consent provided,Web
2390250,No,Consent not provided,Web
2479224,N/A,,Web
2392423,No,Consent provided,Web
2484964,N/A,,Web
2478921,N/A,,Web
2382474,No,N/A,Phone
2415557,No,Consent not provided,Web
2479595,N/A,,Web
2478980,N/A,,Web
2468842,N/A,,Web
2390983,No,Consent not provided,Web
2480113,N/A,Consent not provided,Web
2470498,N/A,,Web
2467452,N/A,,Web
2392217,No,Consent not provided,Web
2393293,No,Consent provided,Web
2474508,N/A,N/A,Postal mail
2474428,N/A,Consent not provided,Web
2485983,N/A,,Web
2390090,No,Consent not provided,Web
2471788,N/A,Consent not provided,Web
2393115,No,Consent provided,Web
2417394,No,Consent not provided,Web
2475750,N/A,,Web
2474978,N/A,,Web
2479283,N/A,,Web
2474915,N/A,,Web
2392425,Yes,Consent provided,Web
2476191,N/A,,Web
2477066,N/A,,Web
2390798,No,Consent not provided,Web
2471061,N/A,,Web
2465753,N/A,,Web
2464813,N/A,,Web
2391100,No,Consent provided,Web
2478879,N/A,N/A,Postal mail
2469596,N/A,N/A,Referral
2466877,N/A,Consent not provided,Web
2393241,No,Consent not provided,Web
2445890,No,N/A,Referral
1727607,No,Consent not provided,Web
1092501,Yes,N/A,Web
2484270,N/A,,Web
2393077,No,Consent not provided,Web
2484467,N/A,,Web
2467344,N/A,,Web
2473086,N/A,,Web
2484974,N/A,Consent not provided,Web
2472349,N/A,,Web
2472714,N/A,,Web
2475679,N/A,,Web
2415766,No,Consent provided,Web
2477260,N/A,,Web
2477422,N/A,,Web
2390622,No,Consent provided,Web
2476611,N/A,,Web
1740917,Yes,Other,Web
2390605,No,Consent not provided,Web
2391948,No,Consent provided,Web
2468547,N/A,Consent not provided,Web
2391292,No,Other,Web
2467379,N/A,,Web
2480076,N/A,,Web
2477331,N/A,,Web
2391770,Yes,Consent not provided,Web
2471018,N/A,,Web
2479318,N/A,,Web
2480995,N/A,Consent not provided,Web
367833,No,N/A,Referral
657085,No,N/A,Phone
2478704,N/A,,Web
2392912,No,Consent provided,Web
1315972,No,Consent not provided,Web
2476264,N/A,,Web
2475293,N/A,,Web
2474598,N/A,N/A,Referral
2484837,N/A,,Web
2389896,No,Consent provided,Web
2469077,N/A,,Web
2477823,N/A,,Web
2443556,No,N/A,Postal mail
2392060,No,Consent provided,Web
2479478,N/A,,Web
2470062,N/A,N/A,Fax
2393145,No,Consent not provided,Web
2472666,N/A,N/A,Postal mail
2474168,N/A,N/A,Postal mail
2471825,N/A,,Web
2389815,No,Consent not provided,Web
2474325,N/A,,Web
2473033,N/A,,Web
2479199,N/A,,Web
2474265,N/A,,Web
2392407,No,Consent not provided,Web
2426451,No,Consent not provided,Web
2480950,N/A,N/A,Postal mail
2471955,N/A,,Web
2471851,N/A,,Web
2474064,N/A,N/A,Phone
2392831,No,Consent not provided,Web
2474621,N/A,,Web
2473653,N/A,N/A,Referral
2474250,N/A,,Web
2392069,Yes,Consent provided,Web
2424001,No,N/A,Referral
2439890,No,N/A,Referral
2471419,N/A,,Web
2469271,N/A,,Web
2392349,No,Consent not provided,Web
2343500,No,Consent provided,Web
2421844,No,Consent provided,Web
2393264,No,Consent not provided,Web
2404186,No,Consent provided,Web
656483,No,N/A,Web
2391124,No,Consent not provided,Web
2389822,Yes,Consent not provided,Web
2465962,N/A,,Web
2476067,N/A,Consent not provided,Web
2438866,No,N/A,Referral
2392528,No,Consent not provided,Web
2391686,No,Consent not provided,Web
2361454,Yes,Consent provided,Web
2468535,N/A,N/A,Phone
2391705,No,Consent not provided,Web
2392729,Yes,Consent not provided,Web
2392558,No,Consent provided,Web
2391315,No,Consent not provided,Web
2393332,No,Consent provided,Web
2392045,No,Consent provided,Web
2473314,N/A,,Web
2414946,No,Consent provided,Web
2391082,No,Consent not provided,Web
2476561,N/A,N/A,Postal mail
2480533,N/A,,Web
2473622,N/A,Consent not provided,Web
2443245,No,Consent not provided,Web
2471986,N/A,,Web
2484926,N/A,,Web
2404024,No,Consent provided,Web
2391674,No,Consent not provided,Web
2475032,N/A,,Web
2471257,N/A,Consent withdrawn,Web
2390080,No,Consent provided,Web
2415205,No,Consent provided,Web
2478653,N/A,,Web
2475764,N/A,,Web
2393352,No,Consent not provided,Web
2479732,N/A,,Web
2474419,N/A,Consent not provided,Web
2483821,N/A,,Web
2473324,N/A,Consent not provided,Web
2478541,N/A,Consent not provided,Web
2367988,No,Consent not provided,Web
2470005,N/A,,Web
2391946,No,Consent provided,Web
2476315,N/A,,Web
2390809,No,Consent provided,Web
2470548,N/A,,Web
2391521,No,Consent provided,Web
2471794,N/A,,Web
2419867,No,N/A,Postal mail
2474975,N/A,,Web
2392499,No,Consent provided,Web
2392976,No,Consent provided,Web
2392938,No,Consent provided,Web
2391841,No,Consent not provided,Web
2391364,No,Consent provided,Web
2471586,N/A,,Web
2470524,N/A,Consent not provided,Web
2468653,N/A,N/A,Postal mail
2476440,N/A,N/A,Referral
2471130,N/A,,Web
2392065,No,Consent provided,Web
2467487,N/A,,Web
708176,No,N/A,Web
2416689,No,N/A,Referral
2397566,No,N/A,Referral
2475873,N/A,Consent not provided,Web
2389643,No,Consent not provided,Web
2391768,No,Consent provided,Web
2480786,N/A,N/A,Postal mail
2468456,N/A,,Web
2439683,No,,Web
2466686,N/A,,Web
2476119,N/A,Consent not provided,Web
2471199,N/A,,Web
2482321,N/A,,Web
2480708,N/A,,Web
2392791,No,Consent provided,Web
2465951,N/A,,Web
2484499,N/A,,Web
2466038,N/A,,Web
2342367,No,Consent provided,Web
2476006,N/A,,Web
2392572,Yes,Consent provided,Web
2473301,N/A,Consent not provided,Web
2444764,No,N/A,Referral
2391914,No,Consent not provided,Web
2484274,N/A,,Web
2416881,No,Consent provided,Web
2474778,N/A,,Web
2392641,No,Consent provided,Web
2486252,N/A,,Web
2391796,No,Consent provided,Web
2484004,N/A,,Web
2392265,No,Consent not provided,Web
2417346,No,Consent provided,Web
2392963,No,Consent not provided,Web
2478204,N/A,,Web
2479565,N/A,Consent not provided,Web
2445564,No,,Web
1291122,No,N/A,Referral
2390385,No,Consent not provided,Web
2392506,No,Consent not provided,Web
2389767,No,Consent provided,Web
2478943,N/A,,Web
2470156,N/A,N/A,Postal mail
2391583,No,Consent provided,Web
2471780,N/A,,Web
2478507,N/A,N/A,Postal mail
2479020,N/A,N/A,Postal mail
2392924,No,Consent provided,Web
2392179,No,Consent not provided,Web
2483405,N/A,,Web
2473105,N/A,,Web
2392850,No,Consent provided,Web
1710563,No,Consent not provided,Web
2478029,N/A,,Web
2471286,N/A,,Web
2393089,No,Consent not provided,Web
2392022,No,Consent not provided,Web
2426434,No,Consent provided,Web
779995,No,N/A,Phone
2392755,Yes,Consent provided,Web
2473026,N/A,,Web
2479269,N/A,,Web
2474537,N/A,Consent not provided,Web
2393893,No,Consent not provided,Web
2393194,No,Consent not provided,Web
912169,Yes,N/A,Web
2480933,N/A,,Web
2481781,N/A,,Web
2468438,N/A,N/A,Phone
2430216,No,Consent provided,Web
2418279,No,Consent not provided,Web
2417171,No,Consent not provided,Web
2484873,N/A,,Web
2465757,N/A,,Web
2480138,N/A,Consent not provided,Web
1971198,No,N/A,Referral
1862698,No,Consent provided,Web
2474886,N/A,Other,Web
2472980,N/A,N/A,Postal mail
2476763,N/A,N/A,Phone
2416897,No,Consent not provided,Web
2442543,No,Consent not provided,Web
2472149,N/A,Consent not provided,Web
2441341,No,,Web
2476078,N/A,,Web
2392080,Yes,Consent provided,Web
332734,No,N/A,Referral
2475059,N/A,N/A,Referral
2390044,Yes,Consent provided,Web
2392579,No,Consent provided,Web
2482713,N/A,,Web
2392569,No,Consent provided,Web
2470927,N/A,,Web
2483235,N/A,,Web
2392043,No,Consent not provided,Web
2422841,No,N/A,Phone
2468347,N/A,,Web
565708,Yes,N/A,Web
2480998,N/A,,Web
2479805,N/A,,Web
2479645,N/A,Consent not provided,Web
2414909,No,Consent not provided,Web
2477292,N/A,N/A,Phone
2472732,N/A,N/A,Postal mail
2480289,N/A,Consent not provided,Web
2415196,No,Consent provided,Web
2475303,N/A,N/A,Phone
2468321,N/A,,Web
2477413,N/A,,Web
2442450,No,N/A,Referral
2392196,No,Consent not provided,Web
2013812,No,Consent provided,Web
2473048,N/A,,Web
2480401,N/A,Consent not provided,Web
2466141,N/A,,Web
2390095,No,N/A,Postal mail
2391803,No,Consent not provided,Web
2474784,N/A,,Web
2480317,N/A,Consent not provided,Web
2341560,No,Consent not provided,Web
1198790,No,N/A,Web
2392700,Yes,Consent not provided,Web
2474564,N/A,,Web
2471049,N/A,,Web
2389898,No,Consent provided,Web
1266455,No,N/A,Web
2435294,No,N/A,Phone
2393085,No,Consent not provided,Web
2474680,N/A,,Web
2393209,No,Consent provided,Web
2483865,N/A,,Web
2392680,No,Consent provided,Web
2478569,N/A,N/A,Postal mail
2417254,No,Consent not provided,Web
2477317,N/A,,Web
2391766,No,Consent provided,Web
2466699,N/A,,Web
2392015,Yes,Consent not provided,Web
2474440,N/A,Consent not provided,Web
2470445,N/A,,Web
2478568,N/A,N/A,Postal mail
2389681,Yes,Consent not provided,Web
2390287,No,N/A,Fax
2392135,No,Consent not provided,Web
2468395,N/A,N/A,Referral
2480063,N/A,,Web
2470247,N/A,Consent not provided,Web
2391828,No,Consent provided,Web
2415357,No,Consent not provided,Web
2391629,No,N/A,Referral
2392178,Yes,Consent not provided,Web
2482378,N/A,,Web
2470266,N/A,,Web
2392703,No,Consent provided,Web
2391178,Yes,Consent not provided,Web
2473148,N/A,Consent not provided,Web
1754931,Yes,Consent not provided,Web
493748,No,N/A,Postal mail
2393324,Yes,Consent provided,Web
2392986,No,Consent not provided,Web
2479554,N/A,Consent withdrawn,Web
2471817,N/A,,Web
2479681,N/A,Consent not provided,Web
2477631,N/A,,Web
2483788,N/A,,Web
2464588,N/A,Consent not provided,Web
2474944,N/A,,Web
2470610,N/A,,Web
657134,No,N/A,Referral
2471802,N/A,,Web
2391727,No,Consent not provided,Web
2392218,No,Consent provided,Web
2486231,N/A,,Web
2415677,No,N/A,Referral
2416717,No,N/A,Phone
1319019,No,N/A,Referral
2476443,N/A,N/A,Fax
2444787,No,,Web
2479674,N/A,,Web
2391179,No,Other,Web
2470297,N/A,Consent not provided,Web
2392238,No,Consent not provided,Web
2391731,No,Consent provided,Web
2482570,N/A,,Web
2481624,N/A,,Web
2478161,N/A,,Web
2392731,No,Consent not provided,Web
2393266,No,Consent provided,Web
2391974,Yes,Consent provided,Web
2472263,N/A,Consent not provided,Web
2391720,No,Consent not provided,Web
2471936,N/A,,Web
2482975,N/A,N/A,Referral
2392275,No,Consent provided,Web
2476240,N/A,,Web
2485111,N/A,,Web
2390634,No,Consent not provided,Web
2392811,No,Consent provided,Web
2390772,Yes,Consent not provided,Web
2390914,No,Consent provided,Web
2470639,N/A,,Web
2479333,N/A,Consent not provided,Web
2471841,N/A,,Web
2414506,No,N/A,Postal mail
2479067,N/A,,Web
2476373,N/A,,Web
2391814,Yes,Consent not provided,Web
2446714,No,N/A,Postal mail
1688476,No,N/A,Referral
2480416,N/A,N/A,Phone
2470279,N/A,N/A,Postal mail
2391707,No,Consent provided,Web
2473642,N/A,,Web
2361828,Yes,Consent provided,Web
2479559,N/A,,Web
2480797,N/A,Other,Web
2414975,No,Consent not provided,Web
2390567,No,Consent provided,Web
2465930,N/A,,Web
514138,No,N/A,Postal mail
2473372,N/A,Consent not provided,Web
2472135,N/A,Consent withdrawn,Web
2474973,N/A,,Web
2347557,No,Consent not provided,Web
2437422,No,Consent provided,Web
2367837,No,Consent provided,Web
2392769,No,Consent not provided,Web
2469865,N/A,,Web
2468061,N/A,,Web
2482139,N/A,N/A,Referral
2477268,N/A,N/A,Phone
2472991,N/A,Consent not provided,Web
2391834,Yes,Consent provided,Web
2390229,Yes,Consent provided,Web
2401113,No,N/A,Referral
2393338,No,Consent not provided,Web
2392989,Yes,Consent provided,Web
2392286,No,Consent provided,Web
2474482,N/A,,Web
2341243,No,Consent not provided,Web
2422447,No,Consent provided,Web
2391381,No,Consent not provided,Web
2393396,Yes,Consent provided,Web
2480538,N/A,,Web
2481073,N/A,,Web
2441208,No,Other,Web
1424421,No,Consent not provided,Web
2479963,N/A,Consent not provided,Web
2433232,No,Consent provided,Web
2472160,N/A,Consent not provided,Web
2469857,N/A,Consent not provided,Web
1357823,No,Consent not provided,Web
2479690,N/A,,Web
2479771,N/A,N/A,Postal mail
2474068,N/A,Consent not provided,Web
2391884,Yes,Consent not provided,Web
2482910,N/A,,Web
2392144,No,Consent provided,Web
2390336,No,Consent provided,Web
2484437,N/A,,Web
2424820,No,N/A,Postal mail
2392824,No,Consent not provided,Web
2465985,N/A,Consent withdrawn,Web
2414770,No,Consent provided,Web
2346836,No,N/A,Referral
2483128,N/A,,Web
2480162,N/A,N/A,Postal mail
2482101,N/A,N/A,Phone
2392717,No,Consent not provided,Web
2446449,No,,Web
806609,No,N/A,Web
333753,No,N/A,Web
2478254,N/A,Consent not provided,Web
2472583,N/A,Consent not provided,Web
2416813,No,Consent provided,Web
2477044,N/A,N/A,Phone
2470452,N/A,,Web
2441140,No,N/A,Phone
2481978,N/A,,Web
2391074,No,Consent not provided,Web
2473313,N/A,Consent not provided,Web
2483376,N/A,,Web
2471219,N/A,,Web
2478402,N/A,,Web
2390079,Yes,Consent provided,Web
2392615,No,Consent not provided,Web
2472043,N/A,Consent not provided,Web
2390943,No,Consent not provided,Web
2392284,No,Consent not provided,Web
2480124,N/A,Consent not provided,Web
2477581,N/A,,Web
2392774,No,Consent provided,Web
2415413,No,Consent not provided,Web
2468159,N/A,Consent not provided,Web
2392964,No,Consent provided,Web
2346732,No,Consent provided,Web
2406102,No,N/A,Phone
2474512,N/A,N/A,Postal mail
2415184,No,Other,Web
2420971,No,N/A,Postal mail
2481084,N/A,,Web
2392827,Yes,Consent provided,Web
2472201,N/A,,Web
2391848,No,Consent provided,Web
2166207,No,N/A,Referral
982313,No,N/A,Referral
2481346,N/A,N/A,Postal mail
1815944,Yes,Consent provided,Web
2392307,No,Consent not provided,Web
2482787,N/A,,Web
2475047,N/A,,Web
2475671,N/A,,Web
2483829,N/A,,Web
2473254,N/A,N/A,Phone
2391877,No,Consent not provided,Web
2471371,N/A,,Web
2471882,N/A,N/A,Referral
2393325,No,Consent provided,Web
2477516,N/A,,Web
2392810,No,Consent provided,Web
2392177,No,Consent provided,Web
2391671,No,Consent provided,Web
2482304,N/A,,Web
2484059,N/A,,Web
2392153,No,Consent not provided,Web
2479294,N/A,,Web
2468416,N/A,N/A,Postal mail
2482009,N/A,,Web
2470708,N/A,Consent not provided,Web
2391791,No,Consent not provided,Web
2391715,No,Consent provided,Web
2468317,N/A,Consent not provided,Web
2478302,N/A,,Web
2468525,N/A,N/A,Referral
2391357,No,Consent provided,Web
2390603,No,Consent provided,Web
2443622,No,Other,Web
2393364,No,Consent not provided,Web
2444450,No,N/A,Referral
2392860,No,Consent not provided,Web
2391726,No,Consent provided,Web
2392243,No,Consent not provided,Web
2483228,N/A,,Web
2392202,No,Consent not provided,Web
2474314,N/A,N/A,Postal mail
2390199,No,Consent provided,Web
2471829,N/A,,Web
2393179,No,Consent not provided,Web
2483901,N/A,,Web
2480437,N/A,,Web
2426134,No,Consent not provided,Web
2389752,No,Consent not provided,Web
2477685,N/A,,Web
2484464,N/A,,Web
2465215,N/A,N/A,Referral
2471319,N/A,,Web
2472511,N/A,Consent withdrawn,Web
2480466,N/A,,Web
2415303,No,Consent provided,Web
2475459,N/A,,Web
2417083,No,Consent not provided,Web
398306,Yes,N/A,Web
2391201,No,Consent provided,Web
2485687,N/A,Consent not provided,Web
2390089,No,Consent provided,Web
2474981,N/A,,Web
2445544,No,N/A,Referral
2391786,No,Consent not provided,Web
2444297,No,,Web
2478935,N/A,,Web
2468379,N/A,,Web
2471713,N/A,N/A,Phone
2262560,Yes,Consent provided,Web
2392077,No,Consent provided,Web
2416432,No,Consent provided,Web
2393277,No,Consent provided,Web
2476675,N/A,N/A,Referral
2479211,N/A,Consent not provided,Web
2466680,N/A,Consent not provided,Web
1072489,No,N/A,Referral
2392059,No,Consent not provided,Web
2485329,N/A,,Web
2470519,N/A,,Web
2445133,No,N/A,Phone
2476133,N/A,,Web
2474812,N/A,Consent not provided,Web
2469972,N/A,Consent not provided,Web
2390133,No,Consent not provided,Web
2479226,N/A,,Web
2392730,No,Consent not provided,Web
2477406,N/A,Consent not provided,Web
2387989,No,Consent not provided,Web
2480906,N/A,,Web
2477134,N/A,,Web
2464921,N/A,,Web
2478636,N/A,,Web
2480117,N/A,,Web
2469942,N/A,N/A,Referral
2472138,N/A,N/A,Referral
2392466,No,Consent not provided,Web
2480759,N/A,N/A,Postal mail
2479471,N/A,,Web
2392317,No,Consent provided,Web
2416468,No,Consent not provided,Web
2392766,No,Consent not provided,Web
2393138,No,Consent provided,Web
2419298,No,N/A,Postal mail
2390065,No,Consent provided,Web
2392796,No,Consent not provided,Web
2468388,N/A,N/A,Postal mail
2433178,No,Consent provided,Web
2484644,N/A,,Web
2479534,N/A,N/A,Postal mail
2391693,No,Consent not provided,Web
2473028,N/A,,Web
2470141,N/A,Consent not provided,Web
2470232,N/A,,Web
2468512,N/A,N/A,Postal mail
2471494,N/A,,Web
2481172,N/A,Consent not provided,Web
403383,No,N/A,Web
2153306,No,Consent provided,Web
2479262,N/A,,Web
2391412,No,Consent provided,Web
2392839,No,Consent not provided,Web
2393872,No,Consent not provided,Web
2390015,Yes,Consent provided,Web
2470459,N/A,,Web
2445896,No,N/A,Referral
2004040,No,Consent not provided,Web
2484914,N/A,,Web
2483553,N/A,,Web
2473869,N/A,Consent not provided,Web
2290475,No,Consent not provided,Web
2478230,N/A,,Web
2390217,No,Consent not provided,Web
2469104,N/A,,Web
2389783,No,Consent provided,Web
2393027,No,Consent provided,Web
2483889,N/A,,Web
2391981,No,Consent not provided,Web
2479590,N/A,,Web
404589,No,N/A,Referral
910844,Yes,N/A,Phone
2472292,N/A,Consent not provided,Web
2391922,No,Consent provided,Web
2390903,No,Consent provided,Web
2479989,N/A,,Web
2476247,N/A,,Web
2426763,No,Consent provided,Web
2393159,No,Consent provided,Web
2331538,No,N/A,Referral
2477589,N/A,Consent not provided,Web
2484767,N/A,Consent not provided,Web
2446473,No,,Web
2434982,No,N/A,Referral
2471895,N/A,,Web
2472341,N/A,,Web
2392836,Yes,Consent provided,Web
1653274,Yes,Consent not provided,Web
2466180,N/A,,Web
2393066,No,Consent provided,Web
2480267,N/A,,Web
